author,id.x,position,fname,lastn,gender,pubtitle,date,id.y
"Bugallo, Monica",90,3,Monica,Bugallo,female,"ASEE Annual Conference and Exposition, Conference Proceedings",2018,171
"Bugallo, Monica",90,3,Monica,Bugallo,female,"ASEE Annual Conference and Exposition, Conference Proceedings",2018,172
"Bugallo, Monica",94,3,Monica,Bugallo,female,"ASEE Annual Conference and Exposition, Conference Proceedings",2018,170
"Bugallo, Monica",94,3,Monica,Bugallo,female,"ASEE Annual Conference and Exposition, Conference Proceedings",2018,171
"Bugallo, Monica",94,3,Monica,Bugallo,female,"ASEE Annual Conference and Exposition, Conference Proceedings",2018,172
"Burge, Stephanie",507,1,Stephanie,Burge,female,Sociological Perspectives,2013,175
"Burge, Stephanie",507,1,Stephanie,Burge,female,Gender Issues,2018,174
"Burge, Stephanie",530,2,Stephanie,Burge,female,Sociological Perspectives,2013,175
"Burge, Stephanie",530,2,Stephanie,Burge,female,Gender Issues,2018,174
"Burke, Peter",210,3,Peter,Burke,male,Social science research,2017,1491
"Burnett, Ann",117,1,Ann,Burnett,female,Journal of Women and Minorities in Science and Engineering,2012,176
"Burt, Melissa",374,8,Melissa,Burt,female,PLoS ONE,2017,177
"Burton, Rena",554,3,Rena,Burton,female,Journal of Science Education and Technology,2017,178
"Buschor, Christine",408,1,Christine,Buschor,female,Journal of Educational Research,2014,179
"Buse, Kathleen",240,2,Kathleen,Buse,female,Career Development International,2013,180
"Buse, Kathleen",240,2,Kathleen,Buse,female,Frontiers in Psychology,2017,181
"Buse, Kathleen",240,2,Kathleen,Buse,female,Frontiers in Psychology,2014,182
"Buse, Kathleen",236,1,Kathleen,Buse,female,Career Development International,2013,180
"Buse, Kathleen",236,1,Kathleen,Buse,female,Frontiers in Psychology,2017,181
"Buse, Kathleen",236,1,Kathleen,Buse,female,Frontiers in Psychology,2014,182
"Buse, Kathleen",213,1,Kathleen,Buse,female,Career Development International,2013,180
"Buse, Kathleen",213,1,Kathleen,Buse,female,Frontiers in Psychology,2017,181
"Buse, Kathleen",213,1,Kathleen,Buse,female,Frontiers in Psychology,2014,182
"Buzzanell, Patrice",122,2,Patrice,Buzzanell,female,Management Communication Quarterly,2015,184
"Buzzanell, Patrice",122,2,Patrice,Buzzanell,female,Journal of Women and Minorities in Science and Engineering,2018,183
"Buzzanell, Patrice",469,1,Patrice,Buzzanell,female,Management Communication Quarterly,2015,184
"Buzzanell, Patrice",469,1,Patrice,Buzzanell,female,Journal of Women and Minorities in Science and Engineering,2018,183
"Byars-Winston, Angela",625,1,Angela,Byars-Winston,female,Career Development Quarterly,2014,185
"Bystydzienski, Jill",522,2,Jill,Bystydzienski,female,Innovative Higher Education,2015,186
"Cabay, Marilyn.",319,1,Marilyn.,Cabay,NA,Social Sciences,2018,187
"Cadaret, Michael",191,1,Michael,Cadaret,male,Journal of vocational behavior,2017,1492
"Cala, Jaqueline",378,4,Jaqueline,Cala,female,PLoS ONE,2018,188
"Calderwood, Charles",147,3,Charles,Calderwood,male,Teachers College Record,2013,1493
"Caluori, Nava",578,3,Nava,Caluori,female,Sex Roles,2018,189
"Camacho, Michelle",313,2,Michelle,Camacho,female,Journal of Engineering Education,2012,190
"Cambria, Jenna",45,3,Jenna,Cambria,female,Journal of educational psychology,2017,191
"Canetto, Silvia",620,3,Silvia,Canetto,female,Analyses of Social Issues and Public Policy,2013,192
"Cannady, Matthew",406,4,Matthew,Cannady,male,Science Education,2014,1495
"Cannady, Matthew",406,4,Matthew,Cannady,male,International Journal of Science Education,2018,1494
"Cannady, Matthew",289,1,Matthew,Cannady,male,Science Education,2014,1495
"Cannady, Matthew",289,1,Matthew,Cannady,male,International Journal of Science Education,2018,1494
"Cano, Jamie",10,2,Jamie,Cano,female,Journal of Agricultural Education,2011,193
"Capobianco, Brenda",124,2,Brenda,Capobianco,female,Journal of Women and Minorities in Science and Engineering,2017,195
"Cappaert, Kevin",181,3,Kevin,Cappaert,male,Journal of vocational behavior,2016,1496
"Cappaert, Kevin",181,3,Kevin,Cappaert,male,Journal of vocational behavior,2013,1497
"Cappaert, Kevin",190,5,Kevin,Cappaert,male,Journal of vocational behavior,2016,1496
"Cappaert, Kevin",190,5,Kevin,Cappaert,male,Journal of vocational behavior,2013,1497
"Carbone, Angela",391,2,Angela,Carbone,female,Computer Science Education,2010,196
"Carpenter, Jenna",623,4,Jenna,Carpenter,female,Career Development Quarterly,2014,197
"Carpi, Anthony",281,1,Anthony,Carpi,male,Journal of Research in Science Teaching,2017,1498
"Carrell, Scott",356,1,Scott,Carrell,male,Quarterly Journal of Economics,2010,1499
"Carrigan, Coleen",556,1,Coleen,Carrigan,female,Journal of Women and Minorities in Science and Engineering,2007,200
"Carrigan, Coleen",556,1,Coleen,Carrigan,female,Journal of Diversity in Higher Education,2011,198
"Carrigan, Coleen",556,1,Coleen,Carrigan,female,Journal of Technology Transfer,2017,199
"Carrigan, Coleen",129,3,Coleen,Carrigan,female,Journal of Women and Minorities in Science and Engineering,2007,200
"Carrigan, Coleen",129,3,Coleen,Carrigan,female,Journal of Diversity in Higher Education,2011,198
"Carrigan, Coleen",129,3,Coleen,Carrigan,female,Journal of Technology Transfer,2017,199
"Carrigan, Coleen",42,1,Coleen,Carrigan,female,Journal of Women and Minorities in Science and Engineering,2007,200
"Carrigan, Coleen",42,1,Coleen,Carrigan,female,Journal of Diversity in Higher Education,2011,198
"Carrigan, Coleen",42,1,Coleen,Carrigan,female,Journal of Technology Transfer,2017,199
"Carroll, Ashley",623,3,Ashley,Carroll,female,Career Development Quarterly,2014,201
"Carter, Alecia",380,1,Alecia,Carter,female,PLoS ONE,2018,202
"Carter, T'Shana",88,4,T'Shana,Carter,NA,"ASEE Annual Conference and Exposition, Conference Proceedings",2017,203
"Casad, Bettina",574,1,Bettina,Casad,female,Sex Roles,2018,205
"Casanova, Tracy",457,3,Tracy,Casanova,female,Journal of Career Assessment,2017,206
"Case, Susan",390,1,Susan,Case,female,"Community, Work & Family",2013,207
"Cash, Brian",228,6,Brian,Cash,male,Frontiers in Psychology,2017,1500
"Cech, Erin",361,1,Erin,Cech,female,American Sociological Review,2011,209
"Cech, Erin",361,1,Erin,Cech,female,Cultural diversity & ethnic minority psychology,2014,210
"Cech, Erin",361,1,Erin,Cech,female,Work and Occupations,2018,211
"Cech, Erin",361,1,Erin,Cech,female,American Journal of Cultural Sociology,2018,208
"Cech, Erin",30,2,Erin,Cech,female,American Sociological Review,2011,209
"Cech, Erin",30,2,Erin,Cech,female,Cultural diversity & ethnic minority psychology,2014,210
"Cech, Erin",30,2,Erin,Cech,female,Work and Occupations,2018,211
"Cech, Erin",30,2,Erin,Cech,female,American Journal of Cultural Sociology,2018,208
"Cech, Erin",510,3,Erin,Cech,female,American Sociological Review,2011,209
"Cech, Erin",510,3,Erin,Cech,female,Cultural diversity & ethnic minority psychology,2014,210
"Cech, Erin",510,3,Erin,Cech,female,Work and Occupations,2018,211
"Cech, Erin",510,3,Erin,Cech,female,American Journal of Cultural Sociology,2018,208
"Cech, Erin",439,1,Erin,Cech,female,American Sociological Review,2011,209
"Cech, Erin",439,1,Erin,Cech,female,Cultural diversity & ethnic minority psychology,2014,210
"Cech, Erin",439,1,Erin,Cech,female,Work and Occupations,2018,211
"Cech, Erin",439,1,Erin,Cech,female,American Journal of Cultural Sociology,2018,208
"Ceci, Stephen",228,7,Stephen,Ceci,male,Educational Psychologist,2018,1501
"Ceci, Stephen",228,7,Stephen,Ceci,male,Proceedings of the National Academy of Sciences of the United States of America,2015,1505
"Ceci, Stephen",228,7,Stephen,Ceci,male,Psychological Science in the Public Interest,2014,1506
"Ceci, Stephen",228,7,Stephen,Ceci,male,Frontiers in psychology,2015,1503
"Ceci, Stephen",228,7,Stephen,Ceci,male,Perspectives on Psychological Science,2014,1504
"Ceci, Stephen",228,7,Stephen,Ceci,male,Frontiers in Psychology,2017,1502
"Ceci, Stephen",340,2,Stephen,Ceci,male,Educational Psychologist,2018,1501
"Ceci, Stephen",340,2,Stephen,Ceci,male,Proceedings of the National Academy of Sciences of the United States of America,2015,1505
"Ceci, Stephen",340,2,Stephen,Ceci,male,Psychological Science in the Public Interest,2014,1506
"Ceci, Stephen",340,2,Stephen,Ceci,male,Frontiers in psychology,2015,1503
"Ceci, Stephen",340,2,Stephen,Ceci,male,Perspectives on Psychological Science,2014,1504
"Ceci, Stephen",340,2,Stephen,Ceci,male,Frontiers in Psychology,2017,1502
"Ceci, Stephen",393,1,Stephen,Ceci,male,Educational Psychologist,2018,1501
"Ceci, Stephen",393,1,Stephen,Ceci,male,Proceedings of the National Academy of Sciences of the United States of America,2015,1505
"Ceci, Stephen",393,1,Stephen,Ceci,male,Psychological Science in the Public Interest,2014,1506
"Ceci, Stephen",393,1,Stephen,Ceci,male,Frontiers in psychology,2015,1503
"Ceci, Stephen",393,1,Stephen,Ceci,male,Perspectives on Psychological Science,2014,1504
"Ceci, Stephen",393,1,Stephen,Ceci,male,Frontiers in Psychology,2017,1502
"Ceci, Stephen",483,1,Stephen,Ceci,male,Educational Psychologist,2018,1501
"Ceci, Stephen",483,1,Stephen,Ceci,male,Proceedings of the National Academy of Sciences of the United States of America,2015,1505
"Ceci, Stephen",483,1,Stephen,Ceci,male,Psychological Science in the Public Interest,2014,1506
"Ceci, Stephen",483,1,Stephen,Ceci,male,Frontiers in psychology,2015,1503
"Ceci, Stephen",483,1,Stephen,Ceci,male,Perspectives on Psychological Science,2014,1504
"Ceci, Stephen",483,1,Stephen,Ceci,male,Frontiers in Psychology,2017,1502
"Ceci, Stephen",242,1,Stephen,Ceci,male,Educational Psychologist,2018,1501
"Ceci, Stephen",242,1,Stephen,Ceci,male,Proceedings of the National Academy of Sciences of the United States of America,2015,1505
"Ceci, Stephen",242,1,Stephen,Ceci,male,Psychological Science in the Public Interest,2014,1506
"Ceci, Stephen",242,1,Stephen,Ceci,male,Frontiers in psychology,2015,1503
"Ceci, Stephen",242,1,Stephen,Ceci,male,Perspectives on Psychological Science,2014,1504
"Ceci, Stephen",242,1,Stephen,Ceci,male,Frontiers in Psychology,2017,1502
"Ceci, Stephen",477,2,Stephen,Ceci,male,Educational Psychologist,2018,1501
"Ceci, Stephen",477,2,Stephen,Ceci,male,Proceedings of the National Academy of Sciences of the United States of America,2015,1505
"Ceci, Stephen",477,2,Stephen,Ceci,male,Psychological Science in the Public Interest,2014,1506
"Ceci, Stephen",477,2,Stephen,Ceci,male,Frontiers in psychology,2015,1503
"Ceci, Stephen",477,2,Stephen,Ceci,male,Perspectives on Psychological Science,2014,1504
"Ceci, Stephen",477,2,Stephen,Ceci,male,Frontiers in Psychology,2017,1502
"Ceglie, Robert",535,1,Robert,Ceglie,male,International Journal of Science and Mathematics Education,2016,1507
"Chakraborty, Debolina",62,2,Debolina,Chakraborty,NA,Agronomy Journal,2017,213
"Chambers, Erin",237,2,Erin,Chambers,female,Frontiers in Psychology,2017,214
"Chan, Hsun-yu",223,2,Hsun-yu,Chan,NA,Frontiers in Psychology,2017,1508
"Chance, Randie",46,5,Randie,Chance,female,Journal of educational psychology,2013,215
"Chang, Gregory",150,2,Gregory,Chang,male,Clinical Imaging,2018,1509
"Chang, Mido",534,2,Mido,Chang,NA,Higher Education,2012,216
"Chang, Wen-hsin",181,4,Wen-hsin,Chang,NA,Journal of vocational behavior,2016,217
"Chao, Moses",136,8,Moses,Chao,male,Cell Stem Cell,2015,1510
"Chapman, Christina",149,3,Christina,Chapman,female,Advances in Radiation Oncology,2018,218
"Chappetta, Kelsey",586,3,Kelsey,Chappetta,female,Sex Roles,2016,219
"Charles, Maria",328,2,Maria,Charles,female,Social Sciences,2018,220
"Charleston, LaVar",40,1,LaVar,Charleston,male,Journal of Diversity in Higher Education,2014,1512
"Charleston, LaVar",40,1,LaVar,Charleston,male,Journal for Multicultural Education,2016,1511
"Charleston, LaVar",216,1,LaVar,Charleston,male,Journal of Diversity in Higher Education,2014,1512
"Charleston, LaVar",216,1,LaVar,Charleston,male,Journal for Multicultural Education,2016,1511
"Chavous, Tabbye",247,2,Tabbye,Chavous,NA,Journal of Negro Education,2018,221
"Chemers, Martin",637,2,Martin,Chemers,male,Journal of Social Issues,2011,1514
"Chemers, Martin",637,2,Martin,Chemers,male,Emerging Adulthood,2018,1513
"Chemers, Martin",445,5,Martin,Chemers,male,Journal of Social Issues,2011,1514
"Chemers, Martin",445,5,Martin,Chemers,male,Emerging Adulthood,2018,1513
"Chen, Dandan",76,3,Dandan,Chen,NA,"ASEE Annual Conference and Exposition, Conference Proceedings",2017,222
"Chen, Jacqueline",450,1,Jacqueline,Chen,female,Group Processes & Intergroup Relations,2015,223
"Chen, Ling-Ling",631,2,Ling-Ling,Chen,NA,Genome biology,2016,224
"Chen, P. Daniel",413,1,P. Daniel,Chen,NA,Journal of Higher Education,2015,1515
"Chen, Yu (April)",388,3,Yu (April),Chen,NA,Community College Journal of Research & Practice,2017,225
"Cheryan, Sapna",590,1,Sapna,Cheryan,NA,Journal of educational psychology,2016,228
"Cheryan, Sapna",590,1,Sapna,Cheryan,NA,Psychology of Women Quarterly,2013,232
"Cheryan, Sapna",590,1,Sapna,Cheryan,NA,Frontiers in psychology,2015,226
"Cheryan, Sapna",590,1,Sapna,Cheryan,NA,Journal of experimental child psychology,2017,229
"Cheryan, Sapna",590,1,Sapna,Cheryan,NA,Sex Roles,2013,233
"Cheryan, Sapna",590,1,Sapna,Cheryan,NA,Psychological Inquiry,2011,231
"Cheryan, Sapna",590,1,Sapna,Cheryan,NA,International Review of Social Psychology,2014,227
"Cheryan, Sapna",590,1,Sapna,Cheryan,NA,Psychological bulletin,2017,230
"Cheryan, Sapna",590,1,Sapna,Cheryan,NA,Social Psychological and Personality Science,2011,234
"Cheryan, Sapna",502,1,Sapna,Cheryan,NA,Journal of educational psychology,2016,228
"Cheryan, Sapna",502,1,Sapna,Cheryan,NA,Psychology of Women Quarterly,2013,232
"Cheryan, Sapna",502,1,Sapna,Cheryan,NA,Frontiers in psychology,2015,226
"Cheryan, Sapna",502,1,Sapna,Cheryan,NA,Journal of experimental child psychology,2017,229
"Cheryan, Sapna",502,1,Sapna,Cheryan,NA,Sex Roles,2013,233
"Cheryan, Sapna",502,1,Sapna,Cheryan,NA,Psychological Inquiry,2011,231
"Cheryan, Sapna",502,1,Sapna,Cheryan,NA,International Review of Social Psychology,2014,227
"Cheryan, Sapna",502,1,Sapna,Cheryan,NA,Psychological bulletin,2017,230
"Cheryan, Sapna",502,1,Sapna,Cheryan,NA,Social Psychological and Personality Science,2011,234
"Cheryan, Sapna",176,2,Sapna,Cheryan,NA,Journal of educational psychology,2016,228
"Cheryan, Sapna",176,2,Sapna,Cheryan,NA,Psychology of Women Quarterly,2013,232
"Cheryan, Sapna",176,2,Sapna,Cheryan,NA,Frontiers in psychology,2015,226
"Cheryan, Sapna",176,2,Sapna,Cheryan,NA,Journal of experimental child psychology,2017,229
"Cheryan, Sapna",176,2,Sapna,Cheryan,NA,Sex Roles,2013,233
"Cheryan, Sapna",176,2,Sapna,Cheryan,NA,Psychological Inquiry,2011,231
"Cheryan, Sapna",176,2,Sapna,Cheryan,NA,International Review of Social Psychology,2014,227
"Cheryan, Sapna",176,2,Sapna,Cheryan,NA,Psychological bulletin,2017,230
"Cheryan, Sapna",176,2,Sapna,Cheryan,NA,Social Psychological and Personality Science,2011,234
"Cheryan, Sapna",53,1,Sapna,Cheryan,NA,Journal of educational psychology,2016,228
"Cheryan, Sapna",53,1,Sapna,Cheryan,NA,Psychology of Women Quarterly,2013,232
"Cheryan, Sapna",53,1,Sapna,Cheryan,NA,Frontiers in psychology,2015,226
"Cheryan, Sapna",53,1,Sapna,Cheryan,NA,Journal of experimental child psychology,2017,229
"Cheryan, Sapna",53,1,Sapna,Cheryan,NA,Sex Roles,2013,233
"Cheryan, Sapna",53,1,Sapna,Cheryan,NA,Psychological Inquiry,2011,231
"Cheryan, Sapna",53,1,Sapna,Cheryan,NA,International Review of Social Psychology,2014,227
"Cheryan, Sapna",53,1,Sapna,Cheryan,NA,Psychological bulletin,2017,230
"Cheryan, Sapna",53,1,Sapna,Cheryan,NA,Social Psychological and Personality Science,2011,234
"Cheryan, Sapna",488,1,Sapna,Cheryan,NA,Journal of educational psychology,2016,228
"Cheryan, Sapna",488,1,Sapna,Cheryan,NA,Psychology of Women Quarterly,2013,232
"Cheryan, Sapna",488,1,Sapna,Cheryan,NA,Frontiers in psychology,2015,226
"Cheryan, Sapna",488,1,Sapna,Cheryan,NA,Journal of experimental child psychology,2017,229
"Cheryan, Sapna",488,1,Sapna,Cheryan,NA,Sex Roles,2013,233
"Cheryan, Sapna",488,1,Sapna,Cheryan,NA,Psychological Inquiry,2011,231
"Cheryan, Sapna",488,1,Sapna,Cheryan,NA,International Review of Social Psychology,2014,227
"Cheryan, Sapna",488,1,Sapna,Cheryan,NA,Psychological bulletin,2017,230
"Cheryan, Sapna",488,1,Sapna,Cheryan,NA,Social Psychological and Personality Science,2011,234
"Cheryan, Sapna",610,2,Sapna,Cheryan,NA,Journal of educational psychology,2016,228
"Cheryan, Sapna",610,2,Sapna,Cheryan,NA,Psychology of Women Quarterly,2013,232
"Cheryan, Sapna",610,2,Sapna,Cheryan,NA,Frontiers in psychology,2015,226
"Cheryan, Sapna",610,2,Sapna,Cheryan,NA,Journal of experimental child psychology,2017,229
"Cheryan, Sapna",610,2,Sapna,Cheryan,NA,Sex Roles,2013,233
"Cheryan, Sapna",610,2,Sapna,Cheryan,NA,Psychological Inquiry,2011,231
"Cheryan, Sapna",610,2,Sapna,Cheryan,NA,International Review of Social Psychology,2014,227
"Cheryan, Sapna",610,2,Sapna,Cheryan,NA,Psychological bulletin,2017,230
"Cheryan, Sapna",610,2,Sapna,Cheryan,NA,Social Psychological and Personality Science,2011,234
"Cheryan, Sapna",227,1,Sapna,Cheryan,NA,Journal of educational psychology,2016,228
"Cheryan, Sapna",227,1,Sapna,Cheryan,NA,Psychology of Women Quarterly,2013,232
"Cheryan, Sapna",227,1,Sapna,Cheryan,NA,Frontiers in psychology,2015,226
"Cheryan, Sapna",227,1,Sapna,Cheryan,NA,Journal of experimental child psychology,2017,229
"Cheryan, Sapna",227,1,Sapna,Cheryan,NA,Sex Roles,2013,233
"Cheryan, Sapna",227,1,Sapna,Cheryan,NA,Psychological Inquiry,2011,231
"Cheryan, Sapna",227,1,Sapna,Cheryan,NA,International Review of Social Psychology,2014,227
"Cheryan, Sapna",227,1,Sapna,Cheryan,NA,Psychological bulletin,2017,230
"Cheryan, Sapna",227,1,Sapna,Cheryan,NA,Social Psychological and Personality Science,2011,234
"Cheryan, Sapna",367,3,Sapna,Cheryan,NA,Journal of educational psychology,2016,228
"Cheryan, Sapna",367,3,Sapna,Cheryan,NA,Psychology of Women Quarterly,2013,232
"Cheryan, Sapna",367,3,Sapna,Cheryan,NA,Frontiers in psychology,2015,226
"Cheryan, Sapna",367,3,Sapna,Cheryan,NA,Journal of experimental child psychology,2017,229
"Cheryan, Sapna",367,3,Sapna,Cheryan,NA,Sex Roles,2013,233
"Cheryan, Sapna",367,3,Sapna,Cheryan,NA,Psychological Inquiry,2011,231
"Cheryan, Sapna",367,3,Sapna,Cheryan,NA,International Review of Social Psychology,2014,227
"Cheryan, Sapna",367,3,Sapna,Cheryan,NA,Psychological bulletin,2017,230
