author,fname,lname,gender,pubtitle,date,id,pubtype
"Liu, Menting",Menting, Liu,NA,Social Cognitive and Affective Neuroscience,2018,1090,journal
"Inda, Mercedes",Mercedes,Inda,female,Journal of vocational behavior,2013,605,journal
"Santana, Mercedes",Mercedes, Santana,female,Journal of Career Assessment,2017,1388,journal
"Meyer, Meredith",Meredith,Meyer,female,Frontiers in Psychology,2015,773,journal
"Meyer, Meredith",Meredith, Meyer,female,Science,2014,25,journal
"Durmowicz, Meredith",Meredith, Durmowicz,female,Forum on Public Policy Online,2010,715,journal
"Ray, Merideth",Merideth, Ray,female,Journal of Counseling Psychology,2015,94,journal
"Steinberg, Mia",Mia, Steinberg,female,Journal of personality and social psychology,2011,168,journal
"Steinberg, Mia",Mia, Steinberg,female,Personality and Social Psychology Review,2017,1446,journal
"Estrada, Mica",Mica, Estrada,female,Journal of educational psychology,2013,147,journal
"Young, Micaela",Micaela, Young,female,Bioscience,2017,1069,journal
"Georgiopoulos, Michael",Michael, Georgiopoulos,male,Journal of College Student Retention-Research Theory & Practice,2016,1410,journal
"Westphall, Michael",Michael, Westphall,male,Journal of the American Society for Mass Spectrometry,2017,1704,journal
"Gottfried, Michael",Michael, Gottfried,male,Teachers College Record,2017,502,journal
"Litano, Michael",Michael, Litano,male,Career Development Quarterly,2015,1909,journal
"Barnett, Michael",Michael, Barnett,male,Journal of Career Development,2013,1391,journal
"Heilemann, Michael",Michael, Heilemann,male,Annals of the New York Academy of Sciences,2016,1893,journal
"Pelch, Michael",Michael, Pelch,male,Chemistry Education Research and Practice,2018,1188,journal
"Cadaret, Michael",Michael,Cadaret,male,Journal of vocational behavior,2017,635,journal
"Arnold, Michael",Michael,Arnold,male,Horttechnology,2014,209,journal
"Martin, Michael",Michael, Martin,male,Journal of Agricultural Education,2015,16,journal
"Pelch, Michael",Michael,Pelch,male,International Journal of STEM Education,2018,1640,journal
"Fang, Michael",Michael, Fang,male,Annual Review of Sociology,2015,341,journal
"Vieyra, Michelle",Michelle,Vieyra,female,Council on Undergraduate Research Quarterly,2011,488,journal
"Camacho, Michelle",Michelle, Camacho,female,Journal of Engineering Education,2012,962,journal
"Stephens, Michelle",Michelle, Stephens,female,PLoS ONE,2018,1162,journal
"Porche, Michelle",Michelle, Porche,female,Urban Education,2014,1552,journal
"Hebl, Michelle",Michelle, Hebl,female,Gender in Management,2008,695,journal
"Chang, Mido",Mido, Chang,NA,Higher Education,2012,1632,journal
"Barnett, Mike",Mike, Barnett,male,Journal of Science Education and Technology,2016,1684,journal
"Kim, Mikyong",Mikyong, Kim,NA,Career Development Quarterly,2014,1901,journal
"Wan, Min",Min, Wan,NA,Journal of vocational behavior,2016,601,journal
"Tsui, Ming",Ming,Tsui,male,Chinese Sociological Review,2016,1197,journal
"Wang, Ming-Te",Ming-Te,Wang,NA,Educational Psychology Review,2017,1615,journal
"Wang, Ming-Te",Ming-Te,Wang,NA,Developmental Review,2013,548,journal
"Wang, Ming-Te",Ming-Te, Wang,NA,International Journal of Behavioral Development,2016,1367,journal
"Wang, Ming-Te",Ming-Te,Wang,NA,Frontiers in Psychology,2015,751,journal
"Wang, Ming-Te",Ming-Te,Wang,NA,Psychological Science,2013,1454,journal
"Ly, Minh",Minh, Ly,male,Cell Biology Education,2017,204,journal
"Ronca, Miriam",Miriam, Ronca,female,International Journal of Mentoring and Coaching in Education,2015,701,journal
"D'Sa, Mitchell",Mitchell, D'Sa,male,Journal of Higher Education,2018,1272,journal
"Syed, Moin",Moin,Syed,NA,Journal of Social Issues,2011,1936,journal
"El-Hout, Mona",Mona, El-Hout,female,Psychology of Women Quarterly,2018,1495,journal
"Krook, Mona",Mona,Krook,female,Politics Groups and Identities,2015,1296,journal
"Mbila, Monday",Monday, Mbila,NA,Soil Science Society of America Journal,2018,1585,journal
"Gaughan, Monica",Monica,Gaughan,female,Science Technology and Human Values,2018,1528,journal
"Skewes, Monica",Monica,Skewes,female,Journal of Diversity in Higher Education,2017,106,journal
"Boyd, Monica",Monica,Boyd,female,International Migration Review,2017,1368,journal
"Lopez-Gonzalez, Monica",Monica,Lopez-Gonzalez,female,2017 IEEE Women in Engineering (WIE) Forum USA East,2018,819,journal
"Ross, Monique",Monique,Ross,female,Journal of Women and Minorities in Science and Engineering,2017,406,journal
"Okun, Morris",Morris, Okun,male,Basic & Applied Social Psychology,2016,1112,journal
"Dehghani, Morteza",Morteza, Dehghani,NA,Computers & Education,2016,518,journal
"Chao, Moses",Moses, Chao,male,Cell Stem Cell,2015,454,journal
"Ferree, Myra",Myra, Ferree,female,"Gender, Work and Organization",2018,1883,journal
"Senechal, Nadia",Nadia, Senechal,female,Palgrave Communications,2018,1598,journal
"Fouad, Nadya",Nadya, Fouad,female,Journal of vocational behavior,2013,630,journal
"Fouad, Nadya",Nadya,Fouad,female,Journal of Career Assessment,2017,1387,journal
"Fouad, Nadya",Nadya,Fouad,female,Journal of vocational behavior,2016,597,journal
"Osei-Kofi, Nana",Nana,Osei-Kofi,male,Cultural Studies of Science Education,2015,1600,journal
"Oriol, Nancy",Nancy, Oriol,female,Advances in Physiology Education,2014,75,journal
"Fry, Nancy",Nancy, Fry,female,Journal of Psychoeducational Assessment,2012,1416,journal
"Angoff, Nancy",Nancy, Angoff,female,Academic Medicine,2018,367,journal
"Heilbronner, Nancy",Nancy,Heilbronner,female,Journal for the Education of the Gifted,2011,1370,journal
"Betz, Nancy",Nancy, Betz,female,Journal of Career Assessment,2017,1375,journal
"Heilbronner, Nancy",Nancy,Heilbronner,female,Gifted Child Quarterly,2013,1349,journal
"Tarbell, Nancy",Nancy, Tarbell,female,Advances in Radiation Oncology,2018,511,journal
"Truong, Nancy",Nancy, Truong,female,Journal of Counseling Psychology,2018,103,journal
"Chesler, Naomi",Naomi,Chesler,female,Annals of Biomedical Engineering,2010,1611,journal
"Sweller, Naomi",Naomi, Sweller,female,Contemporary Educational Psychology,2018,547,journal
"Fabert, Natalie",Natalie, Fabert,female,Social Sciences,2018,981,journal
"Lents, Nathan",Nathan, Lents,male,Journal of Research in Science Teaching,2017,886,journal
"Pasha-Zaidi, Nausheen",Nausheen,Pasha-Zaidi,NA,International Journal of Science and Mathematics Education,2016,1638,journal
"Caluori, Nava",Nava, Caluori,female,Sex Roles,2018,1766,journal
"Olitsky, Neal",Neal,Olitsky,male,Research in Higher Education,2014,1725,journal
"Zounlome, Nelson O.",Nelson O., Zounlome,NA,Journal of Vocational Behavior,2018,619,journal
"Zounlome, Nelson O.O.",Nelson O.O., Zounlome,NA,Journal of Vocational Behavior,2018,1963,journal
"Kwiecien, Nicholas",Nicholas, Kwiecien,male,Journal of the American Society for Mass Spectrometry,2017,1702,journal
"Hubner, Nicholas",Nicholas,Hubner,male,Journal of educational psychology,2017,138,journal
"Massimo, Nicholas",Nicholas, Massimo,male,PLoS ONE,2018,1172,journal
"Horton, Nicholas",Nicholas, Horton,male,Cell Biology Education,2017,203,journal
"Bauer, Nichole",Nichole,Bauer,female,Political Psychology,2015,1942,journal
"Else-Quest, Nicole",Nicole,Else-Quest,female,Psychology of Women Quarterly,2013,1499,journal
"Lichtenberg, Nicole",Nicole, Lichtenberg,female,Social Sciences,2018,973,journal
"Thomas, Nicole",Nicole,Thomas,female,Innovative Higher Education,2015,1602,journal
"Kraemer, Nicole",Nicole,Kraemer,female,Computers & Education,2016,515,journal
"Gill, Nicole",Nicole, Gill,female,International Journal of Science Education,2018,1242,journal
"Buchanan, Nicole T.",Nicole T., Buchanan,NA,Psychology of Women Quarterly,2013,1479,journal
"Denson, Nida",Nida, Denson,female,Research in Higher Education,2013,1745,journal
"Falk, Nikki",Nikki,Falk,female,Journal of Career Assessment,2017,1371,journal
"Dasgupta, Nilanjana",Nilanjana, Dasgupta,NA,Social Sciences,2017,984,journal
"Dasgupta, Nilanjana",Nilanjana, Dasgupta,NA,Journal of personality and social psychology,2011,170,journal
"Maung, Nina",Nina, Maung,female,CBE Life Sciences Education,2016,186,journal
"Yamawaki, Niwako",Niwako, Yamawaki,NA,Sex Roles,2008,1819,journal
"Drezner, Noah",Noah, Drezner,male,Research in Higher Education,2009,1729,journal
"Finkelstein, Noah",Noah, Finkelstein,male,Psychology of Women Quarterly,2017,1486,journal
"Dasoki, Nora",Nora, Dasoki,female,International Journal of Mentoring and Coaching in Education,2015,699,journal
"Veurink, Norma",Norma, Veurink,female,Learning and Individual Differences,2018,645,journal
"Harin, Nurul",Nurul, Harin,NA,Procedia Economics and Finance,2016,658,journal
"Cantero, Odile",Odile, Cantero,NA,International Journal of Mentoring and Coaching in Education,2015,698,journal
"Sorenson, Olav",Olav, Sorenson,NA,Research Policy,2018,664,journal
"Graudejus, Oliver",Oliver, Graudejus,male,Basic & Applied Social Psychology,2016,1111,journal
"Kuchta, Olyvia",Olyvia, Kuchta,female,Sex Roles,2018,1788,journal
"LaBelle, Onawa",Onawa, LaBelle,NA,Journal of Women and Minorities in Science and Engineering,2011,430,journal
"LaBelle, Onawa",Onawa, LaBelle,NA,Journal of Women and Minorities in Science and Engineering,2011,435,journal
"Chen, P. Daniel",P. Daniel,Chen,NA,Journal of Higher Education,2015,1274,journal
"Schultz, P. Wesley",P. Wesley, Schultz,NA,Journal of educational psychology,2013,146,journal
"Greeley, P.A.",P.A., Greeley,NA,Group Processes and Intergroup Relations,2018,1363,journal
"Smith, Paige",Paige, Smith,female,Journal of vocational behavior,2015,625,journal
"Cosman, Pamela",Pamela, Cosman,female,Social Sciences,2017,1004,journal
"Arlotta, Paola",Paola, Arlotta,female,Cell Stem Cell,2015,450,journal
"Arlotta, Paola",Paola, Arlotta,female,Cell Stem Cell,2015,448,journal
"Buzzanell, Patrice",Patrice,Buzzanell,female,Management Communication Quarterly,2015,1420,journal
"Buzzanell, Patrice",Patrice, Buzzanell,female,Journal of Women and Minorities in Science and Engineering,2018,400,journal
"Simpson, Patricia",Patricia, Simpson,female,Journal of Higher Education,2015,1275,journal
"Gilbert, Patricia",Patricia, Gilbert,female,Social Psychology of Education,2015,1836,journal
"DiBartolo, Patricia Marten",Patricia Marten, DiBartolo,NA,Cell Biology Education,2017,208,journal
"Gaule, Patrick",Patrick,Gaule,male,Research Policy,2018,661,journal
"Jagoda, Patrick",Patrick, Jagoda,male,Journal of Science Education and Technology,2017,1661,journal
"Rottinghaus, Patrick",Patrick, Rottinghaus,male,Journal of Career Assessment,2017,1372,journal
"A, Patrick Limbach",Patrick Limbach, A,NA,Journal of chemical education,2014,36,journal
"Nelson, Paul",Paul, Nelson,male,Emerging Adulthood,2018,1340,journal
"White, Paul",Paul, White,male,Sex Roles,2008,1818,journal
"Eastwick, Paul",Paul, Eastwick,male,Journal of Applied Social Psychology,2016,1927,journal
"Wendel, Paul",Paul, Wendel,male,International Journal of Science Education,2018,1244,journal
"Hartung, Paul",Paul, Hartung,male,Journal of vocational behavior,2017,636,journal
"Shattuck, Paul",Paul, Shattuck,male,Journal of Autism and Developmental Disorders,2013,1652,journal
"Hernandez, Paul",Paul,Hernandez,male,PLoS ONE,2017,1142,journal
"Hernandez, Paul",Paul,Hernandez,male,Journal of educational psychology,2013,144,journal
"McDaniel, Paul",Paul, McDaniel,male,Soil Science Society of America Journal,2018,1584,journal
"Doerschuk, Peggy",Peggy,Doerschuk,female,Journal of Science Education and Technology,2016,1667,journal
"Pasque, Penny",Penny, Pasque,female,Review of Higher Education,2017,1860,journal
"Myers, Perla",Perla, Myers,female,PRIMUS,2018,1851,journal
"Burke, Peter",Peter, Burke,male,Social science research,2017,683,journal
"Brenner, Philip",Philip, Brenner,male,Social science research,2017,682,journal
"Gnilka, Philip",Philip,Gnilka,male,Journal of Counseling and Development,2017,955,journal
"Bourne, Philip",Philip, Bourne,male,Plos Biology,2015,1126,journal
"Sadler, Philip",Philip, Sadler,male,Journal of College Science Teaching,2013,1047,journal
"Sadler, Philip",Philip,Sadler,male,Science Education,2012,912,journal
"Ackerman, Phillip",Phillip,Ackerman,male,Journal of educational psychology,2013,149,journal
"Ackerman, Phillip",Phillip,Ackerman,male,Teachers College Record,2013,498,journal
"Sadler, Phillip",Phillip, Sadler,male,Journal of Women and Minorities in Science and Engineering,2017,414,journal
"George, Phillis",Phillis, George,NA,Journal of Diversity in Higher Education,2014,124,journal
"Lyman, Phoebe",Phoebe, Lyman,female,Journal of Science Education and Technology,2017,1663,journal
"Pennings, Pleuni",Pleuni, Pennings,NA,ACM Conference on Innovation and Technology in Computer Science Education,2018,346,journal
"Sankar, Pooja",Pooja, Sankar,female,IEEE Technology & Society Magazine,2016,830,journal
"Min, Pyong Gap",Pyong Gap,Min,NA,Ethnic and Racial Studies,2015,1230,journal
"Hu, Qin",Qin, Hu,NA,Journal of Career Development,2013,1396,journal
"Alexander, Quentin",Quentin,Alexander,male,Journal of Diversity in Higher Education,2016,114,journal
"Lineberger, R. Daniel",R. Daniel, Lineberger,NA,Horttechnology,2014,210,journal
"Robnett, Rachael",Rachael,Robnett,female,Journal of Applied Developmental Psychology,2017,566,journal
"Robnett, Rachael",Rachael,Robnett,female,Psychology of Women Quarterly,2015,1491,journal
"Robnett, Rachael",Rachael,Robnett,female,Emerging Adulthood,2018,1339,journal
"Simmons, Rache",Rache, Simmons,NA,Cell Stem Cell,2015,474,journal
"O’Connor, Rachel",Rachel, O’Connor,female,Psychology of Women Quarterly,2016,1475,journal
"Kachchaf, Rachel",Rachel,Kachchaf,female,Journal of Diversity in Higher Education,2015,116,journal
"Stoiko, Rachel",Rachel, Stoiko,female,Innovative Higher Education,2016,1607,journal
"Navarro, Rachel",Rachel, Navarro,female,Journal of vocational behavior,2015,593,journal
"Wilson, Rachel",Rachel,Wilson,female,Journal of Research in Science Teaching,2013,890,journal
"Amey, Rachel",Rachel, Amey,female,Social Cognitive and Affective Neuroscience,2018,1087,journal
"Prislin, Radmila",Radmila, Prislin,NA,Sex Roles,2013,1783,journal
"Durodoye, Raifu",Raifu, Durodoye,NA,PLoS ONE,2017,1152,journal
"Barthelemy, Ramón",Ramón, Barthelemy,NA,Physical Review Physics Education Research,2016,67,journal
"Shedlosky-Shoemaker, Randi",Randi,Shedlosky-Shoemaker,female,Journal of chemical education,2015,41,journal
"Chance, Randie",Randie, Chance,female,Journal of educational psychology,2013,148,journal
"Leon, Raul",Raul, Leon,male,Journal for Multicultural Education,2016,704,journal
"Koul, Ravinder",Ravinder,Koul,NA,Physical Review Physics Education Research,2016,59,journal
"McCarthy, Raymond",Raymond,McCarthy,male,Journal of Technology Education,2008,1880,journal
"Belou, Rebecca",Rebecca, Belou,female,Journal of Diversity in Higher Education,2017,110,journal
"Richards-kortum, Rebecca",Rebecca, Richards-kortum,female,Annals of Biomedical Engineering,2010,1614,journal
"Belou, Rebecca",Rebecca, Belou,female,Bioscience,2017,1070,journal
"Miller, Rebecca",Rebecca, Miller,female,Journal of Engineering Education,2017,958,journal
"Pinkus, Rebecca",Rebecca, Pinkus,female,Personality and Social Psychology Bulletin,2011,1431,journal
"Morton, Rebecca",Rebecca, Morton,female,Photogrammetric Engineering & Remote Sensing,2017,216,journal
"Steingut, Rebecca",Rebecca, Steingut,female,Science Education,2018,903,journal
"Brunelli, Rebecca",Rebecca, Brunelli,female,BioScience,2018,1061,journal
"Barnes, Rebecca",Rebecca, Barnes,female,PLoS ONE,2017,1144,journal
"Davis, Rebecca",Rebecca,Davis,female,Journal of Education for Library and Information Science,2014,357,journal
"Bates, Rebecca",Rebecca, Bates,female,Journal of Women and Minorities in Science and Engineering,2015,377,journal
"Hammond, Rebecca",Rebecca, Hammond,female,BMC Public Health,2015,442,journal
"Lee, Reginald",Reginald, Lee,male,Journal of Science Education and Technology,2016,1689,journal
"Burton, Rena",Rena, Burton,female,Journal of Science Education and Technology,2017,1693,journal
"Dorph, Rena",Rena,Dorph,female,International Journal of Science Education,2018,1249,journal
"Adams, Renee",Renee,Adams,female,American Economic Review,2016,51,journal
"Jagsi, Reshma",Reshma, Jagsi,NA,Advances in Radiation Oncology,2018,506,journal
"Owens, Rhea",Rhea, Owens,female,Journal of Psychoeducational Assessment,2012,1417,journal
"Lanehart, Rheta",Rheta, Lanehart,NA,Journal of Science Education and Technology,2016,1687,journal
"Christensen, Rhonda",Rhonda,Christensen,female,Journal of Science Education and Technology,2015,1657,journal
"Christensen, Rhonda",Rhonda,Christensen,female,Computers in Human Behavior,2014,533,journal
"McGee, Richard",Richard,McGee,male,AIDS and Behavior,2016,1610,journal
"Simon, Richard",Richard,Simon,male,Journal of Research in Science Teaching,2016,887,journal
"Crisp, Richard",Richard, Crisp,male,Group Processes & Intergroup Relations,2016,1353,journal
"Serpe, Richard",Richard, Serpe,male,Social science research,2017,684,journal
"Wright, Richard",Richard,Wright,male,Economic Geography,2017,1842,journal
"Evans, Riley",Riley,Evans,female,PRIMUS,2018,1848,journal
"Goyal, Riya",Riya, Goyal,female,Advances in Physiology Education,2014,71,journal
"Travers, Robb",Robb, Travers,NA,BMC Public Health,2015,441,journal
"Tai, Robert",Robert, Tai,male,Journal of chemical education,2012,33,journal
"Sweet, Robert",Robert, Sweet,male,International Journal of Science Education,2014,1248,journal
"Adelman, Robert",Robert, Adelman,male,Basic & Applied Social Psychology,2016,1109,journal
"Lim, Robert",Robert, Lim,male,Journal of vocational behavior,2015,628,journal
"Lent, Robert",Robert,Lent,male,Journal of vocational behavior,2015,623,journal
"Lent, Robert",Robert,Lent,male,Journal of Counseling Psychology,2018,98,journal
"Otondo, Robert",Robert,Otondo,male,Communications of the Association for Information Systems,2018,835,journal
"Tai, Robert",Robert, Tai,male,Science Education,2011,908,journal
"Ridge, Robert",Robert, Ridge,male,Social Sciences,2018,1015,journal
"Ceglie, Robert",Robert,Ceglie,male,International Journal of Science and Mathematics Education,2016,1634,journal
"Tai, Robert",Robert, Tai,male,College Student Journal,2010,1103,journal
"Tai, Robert",Robert, Tai,male,Journal of chemical education,2014,40,journal
"Tai, Robert",Robert, Tai,male,Science Education,2012,915,journal
"Klitzman, Robert",Robert, Klitzman,male,Cell Stem Cell,2015,465,journal
"Clark, Robin",Robin, Clark,female,International Journal of Engineering Education,2016,493,journal
"Bernstein, Robin",Robin, Bernstein,female,American Journal of Physical Anthropology,2018,858,journal
"Wilson, Robyn",Robyn, Wilson,female,Journal of Women and Minorities in Science and Engineering,2018,402,journal
"Pearson, Rodney",Rodney, Pearson,male,Communications of the Association for Information Systems,2018,836,journal
"Godbole, Rohini",Rohini,Godbole,NA,Current science,2017,795,journal
"Singh, Romila",Romila, Singh,NA,Journal of vocational behavior,2016,598,journal
"Singh, Romila",Romila,Singh,NA,Journal of vocational behavior,2013,629,journal
"Ash, Ronald",Ronald, Ash,male,Journal of Economic Psychology,2008,576,journal
"Su, Rong",Rong,Su,NA,Frontiers in Psychology,2015,723,journal
"Banda, Rosa",Rosa, Banda,female,Journal for Multicultural Education,2016,706,journal
"Banda, Rosa",Rosa,Banda,female,International Journal of Qualitative Studies in Education,2018,1238,journal
"Guadagno, Rosanna",Rosanna, Guadagno,female,Sex Roles,2015,1813,journal
"Wu, Roseann",Roseann, Wu,female,Journal of Medical Internet Research,2018,850,journal
"Edzie, Rosemary",Rosemary,Edzie,female,7th IEEE GCC Conference and Exhibition (GCC),2015,491,journal
"Mickelson, Roslyn",Roslyn, Mickelson,female,Economics of Education Review,2015,556,journal
"Mickelson, Roslyn",Roslyn, Mickelson,female,Social Currents,2016,1534,journal
"Mickelson, Roslyn",Roslyn, Mickelson,female,International Journal of STEM Education,2018,1643,journal
"Guadagno, Rossanna",Rossanna, Guadagno,NA,Sex Roles,2017,1774,journal
"Jones, Roxann",Roxann, Jones,female,PLoS ONE,2018,1170,journal
"Daly, Russell",Russell,Daly,male,Journal of the American Veterinary Medical Association,2012,337,journal
"Faux, Russell",Russell, Faux,male,Advances in Physiology Education,2014,74,journal
"Long, Russell",Russell, Long,male,Journal of Engineering Education,2012,964,journal
"Kanfer, Ruth",Ruth, Kanfer,female,Journal of educational psychology,2013,150,journal
"Kanfer, Ruth",Ruth, Kanfer,female,Teachers College Record,2013,499,journal
"Foor, Ryan",Ryan,Foor,male,Journal of Agricultural Education,2011,21,journal
"Toomey, Ryan",Ryan, Toomey,male,Psychology of Women Quarterly,2018,1498,journal
"McCarther, S.",S., McCarther,NA,Leadership & Management in Engineering,2010,223,journal
"Kulturel-Konak, Sadan",Sadan,Kulturel-Konak,NA,Contemporary Issues in Education Research,2011,484,journal
"Kim, Saenam",Saenam, Kim,NA,Social Psychological and Personality Science,2011,1539,journal
"Nix, Samantha",Samantha, Nix,female,Frontiers in Psychology,2017,748,journal
"Nix, Samantha",Samantha, Nix,female,Journal of Higher Education,2018,1270,journal
"Farro, Samantha",Samantha, Farro,female,Analyses of Social Issues and Public Policy,2013,1887,journal
"Howe, Samantha",Samantha,Howe,female,Peer Review,2014,358,journal
"Nix, Samantha",Samantha,Nix,female,Frontiers in psychology,2015,756,journal
"Masur, Sandra",Sandra, Masur,female,Cell Stem Cell,2015,466,journal
"Clinton, Sandra",Sandra, Clinton,female,PLoS ONE,2017,1146,journal
"Laursen, Sandra",Sandra,Laursen,female,Change,2015,1191,journal
"Bhatia, Sangeeta",Sangeeta, Bhatia,NA,Annals of Biomedical Engineering,2010,1613,journal
"Parikh, Sanjai",Sanjai, Parikh,NA,Soil Science Society of America Journal,2018,1579,journal
"Cheryan, Sapna",Sapna,Cheryan,NA,Frontiers in psychology,2015,731,journal
"Cheryan, Sapna",Sapna, Cheryan,NA,Psychological Inquiry,2011,1116,journal
"Cheryan, Sapna",Sapna,Cheryan,NA,Social Psychological and Personality Science,2011,1535,journal
"Cheryan, Sapna",Sapna, Cheryan,NA,Journal of educational psychology,2016,136,journal
"Cheryan, Sapna",Sapna,Cheryan,NA,Psychological bulletin,2017,176,journal
"Cheryan, Sapna",Sapna, Cheryan,NA,Journal of experimental child psychology,2017,583,journal
"Cheryan, Sapna",Sapna, Cheryan,NA,International Review of Social Psychology,2014,1868,journal
"Cheryan, Sapna",Sapna,Cheryan,NA,Sex Roles,2013,1808,journal
"Cheryan, Sapna",Sapna,Cheryan,NA,Psychology of Women Quarterly,2013,1481,journal
"Pruss, Sara",Sara, Pruss,female,Cell Biology Education,2017,205,journal
"Brownell, Sara",Sara, Brownell,female,PLoS ONE,2016,1138,journal
"Hodges, Sara",Sara, Hodges,female,Personality and Social Psychology Bulletin,2013,1444,journal
"Rushing, Sara",Sara, Rushing,female,Bioscience,2015,1075,journal
"Brownell, Sara",Sara, Brownell,female,Physical Review Physics Education Research,2016,58,journal
"Rushing, Sara",Sara, Rushing,female,Journal of Diversity in Higher Education,2017,111,journal
"McClelland, Sara",Sara,McClelland,female,Psychology of Women Quarterly,2015,1514,journal
"Grineski, Sara",Sara, Grineski,female,Science Education,2018,900,journal
"Soffa, Sara",Sara, Soffa,female,Frontiers in Psychology,2017,721,journal
"Brownell, Sara",Sara, Brownell,female,PLoS ONE,2018,1179,journal
"Eddy, Sarah",Sarah, Eddy,female,PLoS ONE,2016,1137,journal
"Eddy, Sarah",Sarah,Eddy,female,Physical Review Physics Education Research,2016,57,journal
"Elton, Sarah",Sarah, Elton,female,American Journal of Physical Anthropology,2018,863,journal
"Herrmann, Sarah",Sarah,Herrmann,female,Basic & Applied Social Psychology,2016,1108,journal
"Kleihauer, Sarah",Sarah,Kleihauer,female,Journal of Agricultural Education,2013,17,journal
"Dickinson, Sarah",Sarah, Dickinson,female,Contemporary Issues in Education Research,2011,486,journal
"Dunlap, Sarah",Sarah, Dunlap,female,Sex Roles,2016,1796,journal
"Painter, Sarah",Sarah, Painter,female,Journal of Women and Minorities in Science and Engineering,2015,379,journal
"Grover, Sarah",Sarah,Grover,female,Journal of personality and social psychology,2017,173,journal
"Thebaud, Sarah",Sarah, Thebaud,female,Sociological Science,2017,1567,journal
"Lubienski, Sarah",Sarah,Lubienski,female,Educational Researcher,2018,1336,journal
"Hamylton, Sarah",Sarah, Hamylton,female,Palgrave Communications,2018,1589,journal
"Thoman, Sarah",Sarah, Thoman,female,Journal of Applied Developmental Psychology,2017,567,journal
"Lubienski, Sarah",Sarah, Lubienski,female,"Journal of College Student Retention: Research, Theory and Practice",2018,1408,journal
"Banchefsky, Sarah",Sarah, Banchefsky,female,Educational Psychology,2018,1225,journal
"Thébaud, Sarah",Sarah,Thébaud,female,Social Sciences,2018,1009,journal
"Banchefsky, Sarah",Sarah,Banchefsky,female,Social Sciences,2018,1007,journal
"Kenny, Sarah",Sarah, Kenny,female,Psychological Science,2013,1456,journal
"Banchefsky, Sarah",Sarah,Banchefsky,female,Sex Roles,2016,1751,journal
"Jackson, Sarah",Sarah,Jackson,female,Social Psychology of Education,2014,1837,journal
"Damaske, Sarah",Sarah,Damaske,female,Gender & Society,2011,1344,journal
"Martiny, Sarah",Sarah, Martiny,female,Sex Roles,2016,1785,journal
"Hoffman, Sarah",Sarah,Hoffman,female,Journal of Research in Gender Studies,2018,5,journal
"Leslie, Sarah-Jane",Sarah-Jane,Leslie,NA,Science,2014,23,journal
"Leslie, Sarah-Jane",Sarah-Jane, Leslie,NA,Frontiers in Psychology,2015,775,journal
"McDonald, Sarah-Kathryn",Sarah-Kathryn, McDonald,NA,Developmental psychology,2012,87,journal
"McGuire, Saundra",Saundra, McGuire,female,Journal of chemical education,2014,35,journal
"Streiner, Scott",Scott, Streiner,male,Learning and Individual Differences,2018,646,journal
"Freeman, Scott",Scott, Freeman,male,Chemistry Education Research and Practice,2018,1190,journal
"Carrell, Scott",Scott,Carrell,male,Quarterly Journal of Economics,2010,1080,journal
"Leath, Seanna",Seanna,Leath,female,Journal of Negro Education,2018,785,journal
"Galindo-Gonzalez, Sebastian",Sebastian, Galindo-Gonzalez,male,CBE Life Sciences Education,2016,181,journal
"Cotner, Sehoya",Sehoya, Cotner,NA,PLoS ONE,2017,1135,journal
"Cotner, Sehoya",Sehoya, Cotner,NA,BioScience,2018,1066,journal
"Cotner, Sehoya",Sehoya, Cotner,NA,PLoS ONE,2018,1159,journal
"Sin, Sei-Ching",Sei-Ching,Sin,NA,Library & Information Science Research,2008,649,journal
"Dilli, Selin",Selin,Dilli,female,Small Business Economics,2018,1823,journal
"Šabanović, Selma",Selma, Šabanović,female,Journal of Science Education and Technology,2016,1677,journal
"Oh, Seong Soo",Seong Soo,Oh,NA,Social Science Journal,2011,672,journal
"Han, Seong Won",Seong Won,Han,NA,International Journal of Educational Development,2016,564,journal
"Cho, Seung-Ho",Seung-Ho,Cho,NA,JCOM: Journal of Science Communication,2009,1561,journal
"Howes, Shannon",Shannon, Howes,female,Journal of Leadership Studies,2013,877,journal
"Gary, Shannon",Shannon, Gary,female,Research in Higher Education,2009,1733,journal
"Holleran, Shannon",Shannon,Holleran,female,Social Psychological and Personality Science,2011,1540,journal
"Gupta, Shannon",Shannon, Gupta,female,Forensic Science Policy & Management: An International Journal,2014,1847,journal
"Gallop, Shari",Shari, Gallop,female,Palgrave Communications,2018,1588,journal
"Robinson-Kurpius, Sharon",Sharon, Robinson-Kurpius,female,Journal of Psychoeducational Assessment,2012,1419,journal
"Muret-Wagstaff, Sharon",Sharon, Muret-Wagstaff,female,Advances in Physiology Education,2014,70,journal
"Lynch, Sharon",Sharon, Lynch,female,Journal of Research in Science Teaching,2016,896,journal
"Sassler, Sharon",Sharon, Sassler,female,Social Forces,2013,1093,journal
"Sassler, Sharon",Sharon,Sassler,female,Social Sciences,2017,975,journal
"Sassler, Sharon",Sharon,Sassler,female,Social science research,2017,677,journal
"Ahlqvist, Sheana",Sheana,Ahlqvist,NA,Psychological science,2013,1463,journal
"Correll, Shelley",Shelley, Correll,female,Social Studies of Science,2018,1548,journal
"Adamo, Shelley",Shelley,Adamo,female,BioScience,2013,1055,journal
"Clark, Sheri",Sheri,Clark,female,CBE Life Sciences Education,2016,184,journal
