author,id.x,position,fname,lname,gender,pubtitle,date,id.y
"Brown, Elizabeth",476,3,Elizabeth, Brown,female,Journal of personality and social psychology,2011,167
"Brown, Kevin",229,3,Kevin, Brown,male,Frontiers in Psychology,2017,743
"Brownell, Sara",23,2,Sara, Brownell,female,Physical Review Physics Education Research,2016,58
"Brownell, Sara",23,2,Sara, Brownell,female,PLoS ONE,2016,1138
"Brownell, Sara",23,2,Sara, Brownell,female,PLoS ONE,2018,1179
"Brownell, Sara",378,20,Sara, Brownell,female,Physical Review Physics Education Research,2016,58
"Brownell, Sara",378,20,Sara, Brownell,female,PLoS ONE,2016,1138
"Brownell, Sara",378,20,Sara, Brownell,female,PLoS ONE,2018,1179
"Brownell, Sara",373,3,Sara, Brownell,female,Physical Review Physics Education Research,2016,58
"Brownell, Sara",373,3,Sara, Brownell,female,PLoS ONE,2016,1138
"Brownell, Sara",373,3,Sara, Brownell,female,PLoS ONE,2018,1179
"Brunelli, Rebecca",350,3,Rebecca, Brunelli,female,BioScience,2018,1061
"Bryan, Karin",520,5,Karin, Bryan,female,Palgrave Communications,2018,1591
"Bryan, Kimberly",400,2,Kimberly, Bryan,female,Gender and Education,2018,1235
"Bugallo,",84,3,, Bugallo,NA,"ASEE Annual Conference and Exposition, Conference Proceedings",2018,290
"Bugallo, Monica",94,3,Monica, Bugallo,female,"ASEE Annual Conference and Exposition, Conference Proceedings",2018,320
"Bugallo, Monica",94,3,Monica, Bugallo,female,"ASEE Annual Conference and Exposition, Conference Proceedings",2018,312
"Bugallo, Monica",90,3,Monica, Bugallo,female,"ASEE Annual Conference and Exposition, Conference Proceedings",2018,320
"Bugallo, Monica",90,3,Monica, Bugallo,female,"ASEE Annual Conference and Exposition, Conference Proceedings",2018,312
"Buontempo,",116,1,,Buontempo,NA,Journal of Women and Minorities in Science and Engineering,2017,381
"Burge, Stephanie",530,2,Stephanie,Burge,female,Sociological Perspectives,2013,1549
"Burge, Stephanie",530,2,Stephanie, Burge,female,Gender Issues,2018,1623
"Burge, Stephanie",507,1,Stephanie,Burge,female,Sociological Perspectives,2013,1549
"Burge, Stephanie",507,1,Stephanie, Burge,female,Gender Issues,2018,1623
"Burke, Peter",210,3,Peter, Burke,male,Social science research,2017,683
"Burnett, Ann",117,1,Ann,Burnett,female,Journal of Women and Minorities in Science and Engineering,2012,385
"Burt, Melissa",374,8,Melissa, Burt,female,PLoS ONE,2017,1149
"Burton, Rena",554,3,Rena, Burton,female,Journal of Science Education and Technology,2017,1693
"Buschor, Christine",408,1,Christine,Buschor,female,Journal of Educational Research,2014,1254
"Buse, Kathleen",240,2,Kathleen,Buse,female,Career Development International,2013,691
"Buse, Kathleen",240,2,Kathleen,Buse,female,Frontiers in Psychology,2014,759
"Buse, Kathleen",240,2,Kathleen, Buse,female,Frontiers in Psychology,2017,771
"Buse, Kathleen",236,1,Kathleen,Buse,female,Career Development International,2013,691
"Buse, Kathleen",236,1,Kathleen,Buse,female,Frontiers in Psychology,2014,759
"Buse, Kathleen",236,1,Kathleen, Buse,female,Frontiers in Psychology,2017,771
"Buse, Kathleen",213,1,Kathleen,Buse,female,Career Development International,2013,691
"Buse, Kathleen",213,1,Kathleen,Buse,female,Frontiers in Psychology,2014,759
"Buse, Kathleen",213,1,Kathleen, Buse,female,Frontiers in Psychology,2017,771
"Buzzanell, Patrice",122,2,Patrice, Buzzanell,female,Journal of Women and Minorities in Science and Engineering,2018,400
"Buzzanell, Patrice",122,2,Patrice,Buzzanell,female,Management Communication Quarterly,2015,1420
"Buzzanell, Patrice",469,1,Patrice, Buzzanell,female,Journal of Women and Minorities in Science and Engineering,2018,400
"Buzzanell, Patrice",469,1,Patrice,Buzzanell,female,Management Communication Quarterly,2015,1420
"Byars-Winston, Angela",625,1,Angela,Byars-Winston,female,Career Development Quarterly,2014,1902
"Bystydzienski, Jill",522,2,Jill, Bystydzienski,female,Innovative Higher Education,2015,1603
"Cabay, Marilyn.",319,1,Marilyn.,Cabay,NA,Social Sciences,2018,978
"Cadaret, Michael",191,1,Michael,Cadaret,male,Journal of vocational behavior,2017,635
"Cala, Jaqueline",378,4,Jaqueline, Cala,female,PLoS ONE,2018,1163
"Calderwood, Charles",147,3,Charles, Calderwood,male,Teachers College Record,2013,500
"Caluori, Nava",578,3,Nava, Caluori,female,Sex Roles,2018,1766
"Camacho, Michelle",313,2,Michelle, Camacho,female,Journal of Engineering Education,2012,962
"Cambria, Jenna",45,3,Jenna, Cambria,female,Journal of educational psychology,2017,140
"Canetto, Silvia",620,3,Silvia, Canetto,female,Analyses of Social Issues and Public Policy,2013,1888
"Cannady, Matthew",289,1,Matthew,Cannady,male,Science Education,2014,909
"Cannady, Matthew",289,1,Matthew, Cannady,male,International Journal of Science Education,2018,1252
"Cannady, Matthew",406,4,Matthew,Cannady,male,Science Education,2014,909
"Cannady, Matthew",406,4,Matthew, Cannady,male,International Journal of Science Education,2018,1252
"Cano, Jamie",10,2,Jamie, Cano,female,Journal of Agricultural Education,2011,22
"Cantero, Odile",215,3,Odile, Cantero,NA,International Journal of Mentoring and Coaching in Education,2015,698
"Caplliure, Eva-María",171,2,Eva-María, Caplliure,NA,Journal of Business Research,2016,569
"Capobianco, Brenda",124,2,Brenda, Capobianco,female,Journal of Women and Minorities in Science and Engineering,2017,407
"Cappaert, Kevin",190,5,Kevin, Cappaert,male,Journal of vocational behavior,2013,633
"Cappaert, Kevin",190,5,Kevin, Cappaert,male,Journal of vocational behavior,2016,599
"Cappaert, Kevin",181,3,Kevin, Cappaert,male,Journal of vocational behavior,2013,633
"Cappaert, Kevin",181,3,Kevin, Cappaert,male,Journal of vocational behavior,2016,599
"Carbone, Angela",391,2,Angela, Carbone,female,Computer Science Education,2010,1218
"Carpenter, Jenna",623,4,Jenna, Carpenter,female,Career Development Quarterly,2014,1899
"Carpi, Anthony",281,1,Anthony,Carpi,male,Journal of Research in Science Teaching,2017,883
"Carrell, Scott",356,1,Scott,Carrell,male,Quarterly Journal of Economics,2010,1080
"Carrigan, Coleen",129,3,Coleen,Carrigan,female,Journal of Technology Transfer,2017,1696
"Carrigan, Coleen",129,3,Coleen,Carrigan,female,Journal of Diversity in Higher Education,2011,130
"Carrigan, Coleen",129,3,Coleen, Carrigan,female,Journal of Women and Minorities in Science and Engineering,2007,421
"Carrigan, Coleen",556,1,Coleen,Carrigan,female,Journal of Technology Transfer,2017,1696
"Carrigan, Coleen",556,1,Coleen,Carrigan,female,Journal of Diversity in Higher Education,2011,130
"Carrigan, Coleen",556,1,Coleen, Carrigan,female,Journal of Women and Minorities in Science and Engineering,2007,421
"Carrigan, Coleen",42,1,Coleen,Carrigan,female,Journal of Technology Transfer,2017,1696
"Carrigan, Coleen",42,1,Coleen,Carrigan,female,Journal of Diversity in Higher Education,2011,130
"Carrigan, Coleen",42,1,Coleen, Carrigan,female,Journal of Women and Minorities in Science and Engineering,2007,421
"Carroll, Ashley",623,3,Ashley, Carroll,female,Career Development Quarterly,2014,1898
"Carter, Alecia",380,1,Alecia,Carter,female,PLoS ONE,2018,1183
"Carter, T'Shana",88,4,T'Shana, Carter,NA,"ASEE Annual Conference and Exposition, Conference Proceedings",2017,303
"Casad, B.J.",453,1,B.J.,Casad,NA,Group Processes and Intergroup Relations,2018,1357
"Casad, Bettina",574,1,Bettina,Casad,female,Sex Roles,2018,1748
"Casanova, Tracy",457,3,Tracy, Casanova,female,Journal of Career Assessment,2017,1373
"Case, Susan",390,1,Susan,Case,female,"Community, Work & Family",2013,1215
"Cash, Brian",228,6,Brian, Cash,male,Frontiers in Psychology,2017,739
"Cech,",452,3,, Cech,NA,Group Processes and Intergroup Relations,2018,1356
"Cech, Erin",30,2,Erin,Cech,female,American Journal of Cultural Sociology,2018,1096
"Cech, Erin",30,2,Erin, Cech,female,Cultural diversity & ethnic minority psychology,2014,82
"Cech, Erin",30,2,Erin,Cech,female,American Sociological Review,2011,1322
"Cech, Erin",30,2,Erin, Cech,female,Work and Occupations,2018,1555
"Cech, Erin",361,1,Erin,Cech,female,American Journal of Cultural Sociology,2018,1096
"Cech, Erin",361,1,Erin, Cech,female,Cultural diversity & ethnic minority psychology,2014,82
"Cech, Erin",361,1,Erin,Cech,female,American Sociological Review,2011,1322
"Cech, Erin",361,1,Erin, Cech,female,Work and Occupations,2018,1555
"Cech, Erin",439,1,Erin,Cech,female,American Journal of Cultural Sociology,2018,1096
"Cech, Erin",439,1,Erin, Cech,female,Cultural diversity & ethnic minority psychology,2014,82
"Cech, Erin",439,1,Erin,Cech,female,American Sociological Review,2011,1322
"Cech, Erin",439,1,Erin, Cech,female,Work and Occupations,2018,1555
"Cech, Erin",510,3,Erin,Cech,female,American Journal of Cultural Sociology,2018,1096
"Cech, Erin",510,3,Erin, Cech,female,Cultural diversity & ethnic minority psychology,2014,82
"Cech, Erin",510,3,Erin,Cech,female,American Sociological Review,2011,1322
"Cech, Erin",510,3,Erin, Cech,female,Work and Occupations,2018,1555
"Ceci, Stephen",393,1,Stephen,Ceci,male,Educational Psychologist,2018,1223
"Ceci, Stephen",393,1,Stephen, Ceci,male,Frontiers in Psychology,2017,740
"Ceci, Stephen",393,1,Stephen,Ceci,male,Psychological Science in the Public Interest,2014,1466
"Ceci, Stephen",393,1,Stephen, Ceci,male,Perspectives on Psychological Science,2014,1451
"Ceci, Stephen",393,1,Stephen, Ceci,male,Proceedings of the National Academy of Sciences of the United States of America,2015,1040
"Ceci, Stephen",393,1,Stephen,Ceci,male,Frontiers in psychology,2015,776
"Ceci, Stephen",228,7,Stephen,Ceci,male,Educational Psychologist,2018,1223
"Ceci, Stephen",228,7,Stephen, Ceci,male,Frontiers in Psychology,2017,740
"Ceci, Stephen",228,7,Stephen,Ceci,male,Psychological Science in the Public Interest,2014,1466
"Ceci, Stephen",228,7,Stephen, Ceci,male,Perspectives on Psychological Science,2014,1451
"Ceci, Stephen",228,7,Stephen, Ceci,male,Proceedings of the National Academy of Sciences of the United States of America,2015,1040
"Ceci, Stephen",228,7,Stephen,Ceci,male,Frontiers in psychology,2015,776
"Ceci, Stephen",483,1,Stephen,Ceci,male,Educational Psychologist,2018,1223
"Ceci, Stephen",483,1,Stephen, Ceci,male,Frontiers in Psychology,2017,740
"Ceci, Stephen",483,1,Stephen,Ceci,male,Psychological Science in the Public Interest,2014,1466
"Ceci, Stephen",483,1,Stephen, Ceci,male,Perspectives on Psychological Science,2014,1451
"Ceci, Stephen",483,1,Stephen, Ceci,male,Proceedings of the National Academy of Sciences of the United States of America,2015,1040
"Ceci, Stephen",483,1,Stephen,Ceci,male,Frontiers in psychology,2015,776
"Ceci, Stephen",340,2,Stephen,Ceci,male,Educational Psychologist,2018,1223
"Ceci, Stephen",340,2,Stephen, Ceci,male,Frontiers in Psychology,2017,740
"Ceci, Stephen",340,2,Stephen,Ceci,male,Psychological Science in the Public Interest,2014,1466
"Ceci, Stephen",340,2,Stephen, Ceci,male,Perspectives on Psychological Science,2014,1451
"Ceci, Stephen",340,2,Stephen, Ceci,male,Proceedings of the National Academy of Sciences of the United States of America,2015,1040
"Ceci, Stephen",340,2,Stephen,Ceci,male,Frontiers in psychology,2015,776
"Ceci, Stephen",477,2,Stephen,Ceci,male,Educational Psychologist,2018,1223
"Ceci, Stephen",477,2,Stephen, Ceci,male,Frontiers in Psychology,2017,740
"Ceci, Stephen",477,2,Stephen,Ceci,male,Psychological Science in the Public Interest,2014,1466
"Ceci, Stephen",477,2,Stephen, Ceci,male,Perspectives on Psychological Science,2014,1451
"Ceci, Stephen",477,2,Stephen, Ceci,male,Proceedings of the National Academy of Sciences of the United States of America,2015,1040
"Ceci, Stephen",477,2,Stephen,Ceci,male,Frontiers in psychology,2015,776
"Ceci, Stephen",242,1,Stephen,Ceci,male,Educational Psychologist,2018,1223
"Ceci, Stephen",242,1,Stephen, Ceci,male,Frontiers in Psychology,2017,740
"Ceci, Stephen",242,1,Stephen,Ceci,male,Psychological Science in the Public Interest,2014,1466
"Ceci, Stephen",242,1,Stephen, Ceci,male,Perspectives on Psychological Science,2014,1451
"Ceci, Stephen",242,1,Stephen, Ceci,male,Proceedings of the National Academy of Sciences of the United States of America,2015,1040
"Ceci, Stephen",242,1,Stephen,Ceci,male,Frontiers in psychology,2015,776
"Ceglie, Robert",535,1,Robert,Ceglie,male,International Journal of Science and Mathematics Education,2016,1634
"Chakraborty, Debolina",62,2,Debolina, Chakraborty,NA,Agronomy Journal,2017,218
"Chambers, Erin",237,2,Erin, Chambers,female,Frontiers in Psychology,2017,762
"Chan, Hsun-yu",223,2,Hsun-yu, Chan,NA,Frontiers in Psychology,2017,720
"Chance, Randie",46,5,Randie, Chance,female,Journal of educational psychology,2013,148
"Chang, Gregory",150,2,Gregory, Chang,male,Clinical Imaging,2018,514
"Chang, Mido",534,2,Mido, Chang,NA,Higher Education,2012,1632
"Chang, Wen-hsin",181,4,Wen-hsin, Chang,NA,Journal of vocational behavior,2016,600
"Chao, Moses",136,8,Moses, Chao,male,Cell Stem Cell,2015,454
"Chapman, Christina",149,3,Christina, Chapman,female,Advances in Radiation Oncology,2018,505
"Chappetta, Kelsey",586,3,Kelsey, Chappetta,female,Sex Roles,2016,1797
"Charles, Maria",328,2,Maria, Charles,female,Social Sciences,2018,1010
"Charleston, LaVar",216,1,LaVar,Charleston,male,Journal of Diversity in Higher Education,2014,123
"Charleston, LaVar",216,1,LaVar,Charleston,male,Journal for Multicultural Education,2016,703
"Charleston, LaVar",40,1,LaVar,Charleston,male,Journal of Diversity in Higher Education,2014,123
"Charleston, LaVar",40,1,LaVar,Charleston,male,Journal for Multicultural Education,2016,703
"Chavous, Tabbye",247,2,Tabbye, Chavous,NA,Journal of Negro Education,2018,786
"Chemers, Martin",637,2,Martin, Chemers,male,Emerging Adulthood,2018,1343
"Chemers, Martin",637,2,Martin, Chemers,male,Journal of Social Issues,2011,1937
"Chemers, Martin",445,5,Martin, Chemers,male,Emerging Adulthood,2018,1343
"Chemers, Martin",445,5,Martin, Chemers,male,Journal of Social Issues,2011,1937
"Chen, Dandan",76,3,Dandan, Chen,NA,"ASEE Annual Conference and Exposition, Conference Proceedings",2017,265
"Chen, Jacqueline",450,1,Jacqueline,Chen,female,Group Processes & Intergroup Relations,2015,1350
"Chen, Ling-Ling",631,2,Ling-Ling, Chen,NA,Genome biology,2016,1919
"Chen, P. Daniel",413,1,P. Daniel,Chen,NA,Journal of Higher Education,2015,1274
"Chen, Yu (April)",388,3,Yu (April), Chen,NA,Community College Journal of Research & Practice,2017,1211
"Cheryan, Sapna",502,1,Sapna,Cheryan,NA,Social Psychological and Personality Science,2011,1535
"Cheryan, Sapna",502,1,Sapna,Cheryan,NA,Psychology of Women Quarterly,2013,1481
"Cheryan, Sapna",502,1,Sapna,Cheryan,NA,Frontiers in psychology,2015,731
"Cheryan, Sapna",502,1,Sapna, Cheryan,NA,Psychological Inquiry,2011,1116
"Cheryan, Sapna",502,1,Sapna,Cheryan,NA,Psychological bulletin,2017,176
"Cheryan, Sapna",502,1,Sapna, Cheryan,NA,International Review of Social Psychology,2014,1868
"Cheryan, Sapna",502,1,Sapna, Cheryan,NA,Journal of experimental child psychology,2017,583
"Cheryan, Sapna",502,1,Sapna, Cheryan,NA,Journal of educational psychology,2016,136
"Cheryan, Sapna",502,1,Sapna,Cheryan,NA,Sex Roles,2013,1808
"Cheryan, Sapna",488,1,Sapna,Cheryan,NA,Social Psychological and Personality Science,2011,1535
"Cheryan, Sapna",488,1,Sapna,Cheryan,NA,Psychology of Women Quarterly,2013,1481
"Cheryan, Sapna",488,1,Sapna,Cheryan,NA,Frontiers in psychology,2015,731
"Cheryan, Sapna",488,1,Sapna, Cheryan,NA,Psychological Inquiry,2011,1116
"Cheryan, Sapna",488,1,Sapna,Cheryan,NA,Psychological bulletin,2017,176
"Cheryan, Sapna",488,1,Sapna, Cheryan,NA,International Review of Social Psychology,2014,1868
"Cheryan, Sapna",488,1,Sapna, Cheryan,NA,Journal of experimental child psychology,2017,583
"Cheryan, Sapna",488,1,Sapna, Cheryan,NA,Journal of educational psychology,2016,136
"Cheryan, Sapna",488,1,Sapna,Cheryan,NA,Sex Roles,2013,1808
"Cheryan, Sapna",53,1,Sapna,Cheryan,NA,Social Psychological and Personality Science,2011,1535
"Cheryan, Sapna",53,1,Sapna,Cheryan,NA,Psychology of Women Quarterly,2013,1481
"Cheryan, Sapna",53,1,Sapna,Cheryan,NA,Frontiers in psychology,2015,731
"Cheryan, Sapna",53,1,Sapna, Cheryan,NA,Psychological Inquiry,2011,1116
"Cheryan, Sapna",53,1,Sapna,Cheryan,NA,Psychological bulletin,2017,176
"Cheryan, Sapna",53,1,Sapna, Cheryan,NA,International Review of Social Psychology,2014,1868
"Cheryan, Sapna",53,1,Sapna, Cheryan,NA,Journal of experimental child psychology,2017,583
"Cheryan, Sapna",53,1,Sapna, Cheryan,NA,Journal of educational psychology,2016,136
"Cheryan, Sapna",53,1,Sapna,Cheryan,NA,Sex Roles,2013,1808
"Cheryan, Sapna",367,3,Sapna,Cheryan,NA,Social Psychological and Personality Science,2011,1535
"Cheryan, Sapna",367,3,Sapna,Cheryan,NA,Psychology of Women Quarterly,2013,1481
"Cheryan, Sapna",367,3,Sapna,Cheryan,NA,Frontiers in psychology,2015,731
"Cheryan, Sapna",367,3,Sapna, Cheryan,NA,Psychological Inquiry,2011,1116
"Cheryan, Sapna",367,3,Sapna,Cheryan,NA,Psychological bulletin,2017,176
"Cheryan, Sapna",367,3,Sapna, Cheryan,NA,International Review of Social Psychology,2014,1868
"Cheryan, Sapna",367,3,Sapna, Cheryan,NA,Journal of experimental child psychology,2017,583
"Cheryan, Sapna",367,3,Sapna, Cheryan,NA,Journal of educational psychology,2016,136
"Cheryan, Sapna",367,3,Sapna,Cheryan,NA,Sex Roles,2013,1808
"Cheryan, Sapna",590,1,Sapna,Cheryan,NA,Social Psychological and Personality Science,2011,1535
"Cheryan, Sapna",590,1,Sapna,Cheryan,NA,Psychology of Women Quarterly,2013,1481
"Cheryan, Sapna",590,1,Sapna,Cheryan,NA,Frontiers in psychology,2015,731
"Cheryan, Sapna",590,1,Sapna, Cheryan,NA,Psychological Inquiry,2011,1116
"Cheryan, Sapna",590,1,Sapna,Cheryan,NA,Psychological bulletin,2017,176
"Cheryan, Sapna",590,1,Sapna, Cheryan,NA,International Review of Social Psychology,2014,1868
"Cheryan, Sapna",590,1,Sapna, Cheryan,NA,Journal of experimental child psychology,2017,583
"Cheryan, Sapna",590,1,Sapna, Cheryan,NA,Journal of educational psychology,2016,136
"Cheryan, Sapna",590,1,Sapna,Cheryan,NA,Sex Roles,2013,1808
"Cheryan, Sapna",176,2,Sapna,Cheryan,NA,Social Psychological and Personality Science,2011,1535
"Cheryan, Sapna",176,2,Sapna,Cheryan,NA,Psychology of Women Quarterly,2013,1481
